uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
0211237F;2015;42428048.0;1188476.72;252666.1;5201990.8;4693932.96;1576076.0;1.64912457200883;28246370.18;12.68168531;1398595.39;4153656.92;31092415.0;222733568.0;15.60140229963;2345163.39;214088.88;2010;Vague C;Université DIJON - BOURGOGNE;Dijon;Dijon;Bourgogne-Franche-Comté;21231;A07;R27;Comptes financiers;Lr94O;8.65737212327091;3673154.0;219069457.0;184614194.0;82.8856627484188;98.3549354356861;8902982.81;51.0;6458934.96;34749560.01;34749560.0;;;;3291294.41;4546313.81;84.7827085912708;29516339.0;49.0
0211237F;2016;11252946.0;;;;;-1532583.0;1.12525331025445;;;;;28020396.0;222147047.0;14.7116193716498;;;2010;Vague C;Université DIJON - BOURGOGNE;Dijon;Dijon;Bourgogne-Franche-Comté;21231;A07;R27;Comptes financiers;Lr94O;22.2138895894462;2499717.0;219619708.0;187394410.0;84.3560211718682;98.8623125834304;;45.9309533368472;;32681428.0;32681428.0;;;;;;85.6052170146591;29552979.0;48.4431590265114
0211237F;2020;12627974.0;808721.0;1030848.0;6050768.0;8980619.0;8526362.0;7.4551928850506;;;0.0;4351433.0;66518532.0;235361449.0;15.2602684732792;1147813.0;1121759.0;2010;Vague C;Université DIJON - BOURGOGNE;Dijon;Dijon;Bourgogne-Franche-Comté;21231;A07;R27;Comptes financiers;Lr94O;138.950634519837;17546650.0;216880060.0;188688657.0;80.1697379930729;92.1476566878206;;110.414353076073;7082938.0;37082929.0;35916789.0;13135726.0;13135726.0;5349472.0;1285326.0;5222704.0;85.6517676973979;57992170.0;96.2614137971006
0250082D;2017;1931604.0;;;;;-1228692.0;12.8270137528196;;;;;1722329.0;4859658.0;35.9641357478242;;;2022;Vague C;ENS2M BESANÇON;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;cWx2t;32.2710555579715;623349.0;4236309.0;1592692.0;32.7737466299069;87.1729862471804;;146.36289279;;1747734.0;1747734.0;;;435695.0;;;;2951021.0;250.77669264
0251215K;2013;;;;;;7377166.38;;;;;;25355402.81;;;;;2010;Vague C;Université FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;7Mpgt;;4606875.0;192912922.0;;;;;47.0;;;;2045912.0;;;;;83.8274958654551;17978236.43;33.54967
0251215K;2022;19264843.0;1397572.0;;18641475.0;10064507.0;-2241597.0;1.75993775760975;;;521801.0;3451030.0;38291397.0;213616475.0;19.0174133338732;373290.0;;2010;Vague C;Université FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Budget;7Mpgt;19.5149111778383;3759517.0;209856958.0;172822093.0;80.9029795103585;98.2400622423902;;65.6871378074584;1884580.0;53192422.0;40624328.0;659517.0;659517.0;-2937232.0;6475436.0;10382731.0;;40532994.0;69.5324947958123
0251985X;2018;718408.0;424062.0;14668361.0;384744.0;89321.0;-17898470.0;5.73642240656344;;;;;664047.0;5842788.0;96.2860196194009;;;;Vague C;Université BOURGOGNE FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;8A0mg;46.6541296867518;335167.0;5507621.0;2977452.0;50.9594392266158;94.2635775934366;;43.4047513436382;;19042935.0;5625788.0;306177.0;306177.0;13178418.0;3157032.0;319415.0;;18562517.0;1213.31989256341
0251985X;2021;2138825.0;4695308.0;18640637.0;698129.0;1201565.0;-20439919.0;0.705559927371876;;;;531916.0;1836957.0;21538213.0;91.4730251762298;;;;Vague C;Université BOURGOGNE FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Comptes financiers;8A0mg;7.10506937220203;151965.0;21386248.0;14515008.0;67.3918862256586;99.2944400726281;;30.9219513399452;;28356652.0;19701655.0;89609.0;89609.0;6624288.0;;2589097.0;;22276876.0;374.992161317871
0251985X;2022;7700747.0;5020795.0;9233169.0;2621933.0;386500.0;-6281000.0;0.455978702029653;;;;540000.0;3780681.0;34064091.0;98.231686264577;;;;Vague C;Université BOURGOGNE FRANCHE-COMTÉ;Besançon;Besançon;Bourgogne-Franche-Comté;25056;A03;R27;Budget;8A0mg;2.01701211583759;155325.0;33908767.0;20540056.0;60.2982654079922;99.544024233613;;40.1384444323794;;27465543.0;33461731.0;6820.0;6820.0;-21725947.0;2743778.0;6919368.0;;10061681.0;106.822084094063
0290119X;2011;995712.24;0.0;0.0;359374.46;;563112.28;21.3821356713374;1374913.08;39.8239139931671;;3029.91;3321982.84;3452481.04;39.4491099073494;126325.61;;;Vague B;École nationale d'ingénieurs de Brest;Plouzané;Rennes;Bretagne;29212;A14;R53;Comptes financiers;dPmxa;74.1393095659846;738214.18;2709286.5;1240388.82;35.9274621823847;78.4736098072823;479563.77;441.412830426019;;1361973.04;1361973.04;389346.09;;;;3782.0;;2758870.56;366.588547058423
0290346U;2010;8355644.39;0.0;0.0;2899915.76;4837082.62;4490249.61999992;3.78859049323665;20482318.69;13.0333407577826;2217835.73;2843904.66;27640779.5100001;157153250.81;14.8638730345078;943573.78;24270.67;;;Université BREST - BRETAGNE OCCIDENTALE;;;;;;;Comptes financiers;06SE7;71.2559419968328;5953893.12000001;151194170.14;127925089.96;81.4014914108667;96.2081085569114;6697972.42000001;65.8139173910349;4808255.52;23359059.67;23359059.67;4029595.48000002;;;1250767.62;2270290.33;;23150529.89;55.1224346327828
0290346U;2012;8336587.47;0.0;0.0;3204108.44;3814543.42;2884326.63;1.36751468351815;22646803.86;13.9123671026393;2901936.81;2636881.58;25138912.0100001;162781816.3;15.22700833754;972292.28;21350.18;2010;Vague B;Université BREST - BRETAGNE OCCIDENTALE;Brest;Rennes;Bretagne;29019;A14;R53;Comptes financiers;06SE7;26.7023557062256;2226065.24000004;160548904.84;134052687.51;82.351143731525;98.628279551885;4470243.11000003;56.3691688374897;6006050.07;24786800.74;24786800.74;11731.5300000373;;;1644050.33;1419895.75;84.2416940531476;22254585.38;49.9016218440373
0290346U;2013;11114782.32;1632366.69;729191.67;3918286.54;3695590.27;;2.396088775;20642964.66;12.31748459;2108137.37;2755416.68;22119219.37;167590748.8;16.27201046;951260.38;21728.15;2010;Vague B;Université BREST - BRETAGNE OCCIDENTALE;Brest;Rennes;Bretagne;29019;A14;R53;Comptes financiers;06SE7;36.12867085;4015623.12;163527169.4;138693443.9;82.75721953;97.5752961;5784994.0;48.69477655;6014513.19;27270384.18;27270384.18;802857.17;;;1281485.21;1902701.26;84.6520482367549;24154839.05;53.17613025
0290346U;2014;12119300.9;1842574.7;129726.57;8715748.5;4067885.97;-5049535.94;3.135533533;20938594.34;12.08359487;1958056.03;3013366.53;22303483.2;173281168.1;19.22049057;1086820.55;19982.91;2010;Vague B;Université BREST - BRETAGNE OCCIDENTALE;Brest;Rennes;Bretagne;29019;A14;R53;Comptes financiers;06SE7;44.8317042;5433289.13;167756803.9;140238587.8;80.93123411;96.81190736;5144994.17;47.86246379;6531983.52;33305490.56;33305490.56;1813476.84;;;2191646.64;1823565.24;84.1967627989797;27353019.14;58.69858427
0301687W;2015;1651151.0;0.0;0.0;169604.56;798803.01;-1651196.0;0.798633029529993;2711849.1;17.4234711;145874.68;365557.96;2976990.0;15564345.0;13.3384347365726;59169.52;82704.81;2011;Vague A;UNÎMES;Nîmes;Montpellier;Occitanie;30189;A11;R76;Comptes financiers;HAU8L;7.52820305350631;124302.0;15421241.0;12519549.0;80.4373650160029;99.080565227769;251356.95;69.0;351879.53;2129554.7;2076040.0;;;;31930.0;70820.56;75.6421953060732;4628186.0;108.0
0310133B;2010;207412.79;0.0;0.0;90561.71;83310.0;;7.63346386068273;1188179.18;34.1577066469227;395627.54;708331.29;1213369.54;3478509.82;52.0525142573839;58433.91;;;;Institut d'études politiques TOULOUSE;;;;;;;Comptes financiers;dQaK0;128.020451390678;265530.79;3212979.03;1769771.33;50.8772842849125;92.3665361393173;627822.25;135.95265649773;390200.19;1810651.82;1810651.82;233293.98;;;12130.49;;;1599152.59;179.1779302089
0311381H;2014;10639725.77;3129538.57;260846.15;7567157.3;2430989.32;1590848.09;4.059872313;17183488.23;18.99379902;4835280.64;4944989.05;28578831.83;90468937.86;37.2815515;2249532.35;96478.76;2010;Vague A;INP TOULOUSE;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;mMex4;34.52084611;3672923.36;86776486.1;62441066.02;69.01934244;95.91854194;6931585.78;118.5618354;2585862.95;33728223.66;33728223.66;11939.28;;;1066618.6;3346060.76;75.4466473493018;26987983.74;111.96206
0311381H;2016;9065556.0;;;;;-8949866.0;4.91647389159408;;;;;23694543.0;88261325.0;35.5129112326379;;;2010;Vague A;INP TOULOUSE;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;mMex4;47.8662864142034;4339345.0;83921826.0;63527877.0;71.9770261776605;95.0833516265476;;101.642634420276;;31344166.0;31344166.0;1396003.0;1185162.0;556460.0;;;74.1664947899053;32644409.0;140.034932509691
0311381H;2021;7155200.0;3378611.0;985682.0;9899863.0;5289983.0;-6409332.0;6.53045715509507;;;6020027.0;6046139.0;25720066.0;94049526.0;36.6337784626368;986967.0;160522.0;2010;Vague A;INP TOULOUSE;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;mMex4;85.8377683363149;6141864.0;87901182.0;66361132.0;70.5597729434596;93.4626528580272;;105.336737792673;3019741.0;39848653.0;34453895.0;3720634.0;3197127.0;5745773.0;1925601.0;2135517.0;76.052363769554;32129398.0;131.586208704224
0311381H;2022;15843725.0;;;;;-2964136.0;0.968773096367208;;;;;21207423.0;107694155.0;44.0553101512334;;;2010;Vague A;INP TOULOUSE;Toulouse;Toulouse;Occitanie;31555;A16;R76;Budget;mMex4;6.58501709667392;1043312.0;97863900.0;74136911.0;68.8402365012289;90.8720626481539;;78.0131619524666;;1092289.0;47444994.0;-1825107.0;-900806.0;-7957841.0;;;;24171559.0;88.9169677480664
0311382J;2017;14504123.0;;;;;-5437649.0;7.30284076939481;;;;;28487451.0;101498735.0;17.6948037825299;;;2009;Vague A;Université TOULOUSE 1 - SCIENCES SOCIALES;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;542Id;51.1047169139423;7412291.0;83753780.0;77150711.0;76.0115000448035;82.5170678235546;;122.44799411;;17960002.0;17960002.0;4612105.0;4612105.0;681166.0;;;75.3543811950772;33925100.0;145.820714
0311382J;2019;13148064.0;510093.0;2019758.0;5196162.0;2525792.0;-9009101.0;9.55391337091069;;;1021.0;2562908.0;33738670.0;106671859.0;20.3483563551658;516941.0;79593.0;2009;Vague A;Université TOULOUSE 1 - SCIENCES SOCIALES;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;542Id;77.5120732603675;10191337.0;96480523.0;80084432.0;75.0755004654039;90.4460875665437;;125.889877276059;8620672.0;24312310.0;21705970.0;9331347.0;9331347.0;938243.0;129618.0;2149752.0;75.2585315562699;42747771.0;159.50574355821
0311383K;2015;7646020.0;229950.95;206050.35;2376791.62;3209637.56;-7678050.0;1.99227205280715;19482941.73;11.7351087;445577.18;3494016.0;27139984.0;166022356.0;9.80932110130999;1288445.93;250789.4;2011;Vague A;Université TOULOUSE 2 - LE MIRAIL;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;HqAYu;43.2593296904795;3307617.0;162714004.0;137398423.0;82.7589887954608;98.0072852357305;9224402.92;60.0;2748493.11;16723179.56;16285666.0;2827608.0;;;443100.87;1272450.35;85.9960380512076;34818034.0;77.0
0311383K;2022;12732228.0;720000.0;100000.0;4845734.0;1998048.0;-6186164.0;0.573451723240414;;;0.0;4715531.0;20902763.0;184178538.0;7.83847898716625;195463.0;514214.0;2011;Vague A;Université TOULOUSE 2 - LE MIRAIL;Toulouse;Toulouse;Occitanie;31555;A16;R76;Budget;HqAYu;8.29528814595529;1056175.0;183122364.0;151517549.0;82.2666694205163;99.426548819711;;41.0927126301187;3714870.0;20758028.0;14436796.0;-327786.0;-327786.0;-5354822.0;1421332.0;2532836.0;;27088927.0;53.2540838103204
0311384L;2011;18791284.64;0.0;0.0;9356745.14;13105732.58;7894886.32999996;4.44476506928103;38525852.71;12.0085951891999;4158165.34;4462002.66;36878435.9000002;320818980.93;14.5050553072337;2712523.59;567929.7;2010;Vague A;Université TOULOUSE 3 - PAUL SABATIER;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;m7K6T;75.8843808349657;14259650.0;306581176.9;261614937.48;81.5459661151041;95.5620443688441;13527323.37;43.3041488660294;4014121.04;46534970.6199999;46534970.6199999;12220705.33;;;2247609.33;2985754.9;81.8693098542469;28983549.5700001;34.0336544816755
0311384L;2016;17009985.0;;;;;2807108.0;1.38669892159713;;;;;22564901.0;339328381.0;16.8980560455979;;;2010;Vague A;Université TOULOUSE 3 - PAUL SABATIER;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;m7K6T;27.662946204832;4705463.0;334640031.0;286097291.0;84.3128093668062;98.6183442757769;;24.274933084739;;57339900.0;57339900.0;;;;;;82.3042197770795;19757793.0;21.2550944928642
0312758E;2018;3892131.0;2115310.0;2264718.0;11342791.0;614950.0;-24141332.0;-111.292495274605;;;25796.0;;27386360.0;16903350.0;90.6319575705407;;;2018;Vague A;Université fédérale de Toulouse Midi-Pyrénées;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;4a8B2;-483.338304902893;-18812160.0;35715510.0;3628480.0;21.4660407552349;211.292495274605;;276.045045975824;90005.0;17428195.0;15319837.0;-24246236.0;130700.0;-19311587.0;17100.0;957525.0;;51527692.0;519.381330967974
0312758E;2019;13515150.0;6268855.0;429240.0;11654768.0;1275735.0;-20369553.0;-156.197783639785;;;0.0;0.0;14345013.0;21482970.0;72.2568574084496;0.0;0.0;2018;Vague A;Université fédérale de Toulouse Midi-Pyrénées;Toulouse;Toulouse;Occitanie;31555;A16;R76;Comptes financiers;4a8B2;-248.283763036296;-33555923.0;55038893.0;7612029.0;35.4328521615028;256.197783639785;;93.8282803035301;69302.0;20178344.0;15522919.0;-38903926.0;-1066120.0;-36219615.0;0.0;480444.0;44.5931441183756;34714566.0;227.062047923093
0330192E;2011;223592.36;0.0;0.0;182253.85;231950.79;137276.75;7.88937805090481;1676051.09;35.5982157809068;121047.24;850900.86;1838554.5;4708244.65;63.5547825663647;156110.47;;;Vague B;Institut d'études politiques BORDEAUX;Pessac;Bordeaux;Nouvelle-Aquitaine;33318;A04;R75;Comptes financiers;DOunC;166.12876218132;371451.22;4336793.43;2139639.63;45.4445295233331;92.1106219490952;1106844.98;152.619586494808;558626.53;2992314.65;2992314.65;183097.47;;;472735.18;204180.64;;1701277.75;141.224155562328
0330192E;2017;325169.0;;;;;-2138550.0;23.9253154253799;;;;;2166800.0;6317342.0;74.1003573971458;;;;Vague B;Institut d'études politiques BORDEAUX;Pessac;Bordeaux;Nouvelle-Aquitaine;33318;A04;R75;Comptes financiers;DOunC;464.817986954476;1511444.0;4805898.0;2641740.0;41.8172706179276;76.0746845746202;;162.3105609;;4681173.0;4681173.0;1111345.0;1111345.0;872311.0;;;;4305350.0;322.50497202
0331764N;2011;20002091.77;0.0;0.0;4862219.86;8611524.33;8859123.56000001;5.53189274795008;26024344.51;16.8827613762047;1612526.2;1373249.04;11910026.51;154147440.28;23.577470747476;1324989.46;2582.06;2010;;Université BORDEAUX 1 - SCIENCES TECHNOLOGIES;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;IXJPr;42.6318965438883;8527271.07;145620169.21;113863179.76;73.8664096874875;94.4681072520499;10315988.54;29.4437890496942;2850552.61;36344067.64;36344067.64;4167883.19;;;6185996.25;3405818.95;80.4312626136749;3050902.95000001;7.54239655096199
0331764N;2013;;;;;;;;;;;;;;;;;2010;;Université BORDEAUX 1 - SCIENCES TECHNOLOGIES;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;IXJPr;;;;;;;;;;;;;;;;;81.1686747427217;;
0331765P;2012;13640521.11;0.0;0.0;18133106.59;5506957.36;;1.17572318302567;27297285.06;16.8339349680237;7127610.08;4581226.44;11279892.2400001;162156293.89;28.6765835198134;619134.26;11839.3;;;Université BORDEAUX 2 - VICTOR SEGALEN;Bordeaux;Bordeaux;Nouvelle-Aquitaine;33063;A04;R75;Comptes financiers;xE7KR;13.9768057585593;1906509.13999997;160196782.89;119318162.9;73.5821965571934;98.7915911538227;2517125.88999997;25.3485814954747;3626183.27;46500885.05;46500885.05;;;;3990782.73;1011491.62;76.925416542926;24591121.0800001;55.2620560106931
0331766R;2016;4332032.0;;;;;-5168126.0;2.22510586737707;;;;;11141584.0;84441735.0;11.1652170576552;;;2011;Vague B;Université BORDEAUX 3 - MICHEL DE MONTAIGNE;Pessac;Bordeaux;Nouvelle-Aquitaine;33318;A04;R75;Comptes financiers;Mz90U;43.3726713006737;1878918.0;82495101.0;73100676.0;86.569367623723;97.694701559602;;48.6207082769679;;9428103.0;9428103.0;430409.0;428924.0;;;;81.9349147239797;16309710.0;71.1738700701754
0333232J;2017;2120121.0;;;;;-195397.0;25.7755626248832;;;;;10553453.0;14065144.0;49.8273960081745;;;;Vague B;Institut polytechnique de Bordeaux;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;S88MV;170.998259061629;3625370.0;10439774.0;5149207.0;36.6096998367027;74.2244373751168;;363.92005038;;7008295.0;7008295.0;1802870.0;1802870.0;701530.0;;;;10748850.0;370.65802382
0333232J;2020;3165609.0;590608.0;63514.0;1455343.0;1163923.0;-2156521.0;18.564995431126;;;628789.0;777867.0;10977982.0;14069112.0;52.0966923854185;468979.0;0.0;;Vague B;Institut polytechnique de Bordeaux;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;S88MV;82.5095581924363;2611930.0;11350487.0;5125944.0;36.4340265398413;80.6766411412462;;348.185370372214;2093663.0;8884876.0;7329542.0;645610.0;645610.0;1524635.0;1233181.0;409009.0;;13134503.0;416.583101676606
0333298F;2013;;;;;;;;;;;;30458831.0;;;;;2014;Vague B;Université BORDEAUX;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;90I54;;8465672.0;403895376.0;;;;;27.14856;;;;;;;;;;47381119.0;42.23174
0333298F;2015;26370078.0;5854022.55;29610852.34;26291104.5;19598761.94;-74700581.99;2.13438281376002;67942225.84;15.30887573;5223486.89;7976694.81;34193478.66;466101626.0;30.346675297803;2235614.4;63857.9;2014;Vague B;Université BORDEAUX;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Comptes financiers;90I54;37.7260658842192;9948393.0;453484393.0;339133343.0;72.7595279832815;97.2930296106712;25028329.96;27.14;10045557.73;119154097.1;141446347.0;4599871.0;;;8425949.29;3828194.77;77.8748234011942;108894060.65;86.0
0333298F;2022;170947408.0;35636874.0;30403090.0;39117533.0;78824251.0;-62764810.0;1.39234089695531;;;4281211.0;10917089.0;46946693.0;550560787.0;36.6123107129313;14058625.0;;2014;Vague B;Université BORDEAUX;Talence;Bordeaux;Nouvelle-Aquitaine;33522;A04;R75;Budget;90I54;4.48423470685206;7665683.0;542895104.0;388500275.0;70.5644652095428;98.6076591030447;;31.1308931605322;10558098.0;256851586.0;201573026.0;6774632.0;6774632.0;-106677254.0;15156969.0;17897846.0;;109711503.0;72.7509619979922
0341088Y;2010;;0.0;0.0;1493751.78;4202926.68;;3.7111315525413;25409286.15;14.6732272573109;2471124.32;1988159.8;23343622.4299999;173167672.69;12.5450040660242;1428400.21;7575.83;;;Université MONTPELLIER 2 - SCIENCES TECHNIQUES DU LANGUEDOC;;;;;;;Comptes financiers;w3F5n;;6426480.14000004;166741194.7;139436048.84;80.5208308652473;96.2888696890299;8740444.17000004;50.3996873113443;855077.66;21723891.58;21723891.58;1329110.69000004;;;2067928.7;1967427.1;;36059294.7;77.8532630484984
0341089Z;2015;3122084.0;121560.63;0.0;1052570.49;1415809.06;-9246254.0;3.12193357242026;11613026.85;11.62412456;96237.55;3753302.67;12351144.0;99904528.0;11.6926562127394;270772.73;81925.11;2012;Vague A;Université MONTPELLIER 3 - PAUL-VALÉRY;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;1I7hJ;99.899714421521;3118953.0;99093930.0;86135353.0;86.2176667307812;99.1886273663192;5003436.8;45.0;2804067.41;11789791.67;11681493.0;2302957.0;;;439146.79;813099.65;85.5644182815561;21597398.0;78.0
0341089Z;2016;1579705.0;;;;;-9394947.0;2.76893359083612;;;;;13650748.0;102912544.0;14.1267258926181;;;2012;Vague A;Université MONTPELLIER 3 - PAUL-VALÉRY;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;1I7hJ;180.386844379172;2849580.0;100062964.0;86237605.0;83.7969810560703;97.2310664091639;;49.1117700650962;;14538173.0;14538173.0;2540249.0;2519394.0;;;;85.2152172959141;23045695.0;82.9122971012532
0341089Z;2018;18162370.0;151769.0;2693376.0;2346181.0;1337134.0;-8719224.0;4.18534043480229;;;132152.0;3371763.0;18038955.0;111779127.0;14.3350010239389;147928.0;140883.0;2012;Vague A;Université MONTPELLIER 3 - PAUL-VALÉRY;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;1I7hJ;25.7584059789554;4678337.0;104528267.0;90469266.0;80.9357421444167;93.5132254164053;;62.1269632261291;3965110.0;17070695.5;16023539.0;3962753.0;3852403.0;3110989.0;1341011.0;2490545.0;85.4669351260547;26758179.0;92.1563584326908
0341089Z;2019;6047755.0;270268.0;1918263.0;2356195.0;6881063.0;-8877058.0;4.19046100934588;;;120818.0;3564335.0;22097241.0;110224555.0;15.2322229833452;144465.0;360.0;2012;Vague A;Université MONTPELLIER 3 - PAUL-VALÉRY;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;1I7hJ;76.3740760001025;4618917.0;105605638.0;89789382.0;81.460416873536;95.8095389906541;;75.3274816634316;3869615.0;21032180.0;16789650.0;3231604.0;3081417.0;3311769.0;960955.0;945843.0;84.710211738699;30974299.0;105.588563746947
0341089Z;2022;69034820.0;556312.0;28435635.0;3345310.0;7382998.0;-2801347.0;-3.09876198035485;;;0.0;3355562.0;37771708.0;118762655.0;21.3085872827616;80000.0;40870.0;2012;Vague A;Université MONTPELLIER 3 - PAUL-VALÉRY;Montpellier;Montpellier;Occitanie;34172;A11;R76;Budget;1I7hJ;-5.33089243949647;-3680172.0;122181046.0;98941962.0;83.3106686609524;102.878338312662;;111.29234300384;3215075.0;49094015.0;25306644.0;-5374064.0;-5375826.0;-45819427.0;1874127.0;808126.0;;40573055.0;119.546364008048
0342321N;2015;18961496.0;;;;;-25503068.0;2.67306838662968;;;;;33847462.0;353846989.0;19.3879990879335;;;2015;Vague A;Université de Montpellier;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;7yd5d;49.8830472026047;9458572.0;344326014.0;283095039.0;80.004930888362;97.3092960245594;;35.0;;;68603851.0;246416.0;;;;;;59350530.0;62.0
0342321N;2018;65880810.0;2674006.0;21218236.0;8613889.0;16191773.0;-26964883.0;2.68131480532091;;;3040254.0;5366387.0;27636737.0;381031984.0;22.1883512539987;7373825.0;811805.0;2015;Vague A;Université de Montpellier;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;7yd5d;15.507804169378;10216667.0;370815317.0;302387835.0;79.360223733869;97.3186851946791;;26.8306751740786;8610615.0;92884932.0;84544715.0;-1120264.0;-1136270.0;8470114.0;8047429.0;10936713.0;81.1374700267126;54601620.0;53.0090918547467
0342321N;2019;19792713.0;4846560.0;14364662.0;10153842.0;15680962.0;-22032045.0;3.28884549023177;;;5057525.0;5317345.0;33538316.0;392089961.0;24.2473833702669;8160071.0;198950.0;2015;Vague A;Université de Montpellier;Montpellier;Montpellier;Occitanie;34172;A11;R76;Comptes financiers;7yd5d;65.1514170897138;12895233.0;379194728.0;302334197.0;77.1083748813452;96.7111545097682;;31.8406160963293;7901750.0;86434056.0;95071556.0;2477131.0;2640357.0;-1110827.0;3900885.0;10851504.0;81.1695781002007;55570361.0;52.7574053192005
0350077U;2013;470554.94;0.0;0.0;370833.38;1127453.79;283721.59;6.65585006;1477681.5;39.43933238;234625.17;139554.2;1193937.0;3746720.37;59.53218147;81525.63;;2015;Vague B;ENS CHIMIE RENNES;Rennes;Rennes;Bretagne;35238;A14;R53;Comptes financiers;kFcnq;52.99616874;249376.09;3492985.74;1453774.47;38.80125353;93.22782047;629755.94;123.051553;257840.37;2230504.37;2230504.37;55887.68;;;;;;910215.41;93.81015898
0350077U;2016;446550.0;;;;;-70779.0;5.78712921868589;;;;;1493535.0;8593138.0;21.3305314077349;;;2015;Vague B;ENS CHIMIE RENNES;Rennes;Rennes;Bretagne;35238;A14;R53;Comptes financiers;kFcnq;111.364012988467;497296.0;8095842.0;6365325.0;74.0745115463059;94.2128707813141;;66.4134255584533;;1832962.0;1832962.0;372025.0;372025.0;243250.0;;;85.1172997608308;1564314.0;69.5607745309259
0350095N;2019;753020.0;;;50836203.0;;-1225055.0;-0.0468767150732771;;;;;11856216.0;57559494.0;81.2192129416565;;;2012;Vague D;École des hautes études en santé publique;Rennes;Rennes;Bretagne;35238;A14;R53;Comptes financiers;SsRkf;-3.5831717617062;-26982.0;57586476.0;44486010.0;77.287006727335;100.046876715073;;74.1187524654226;;50836203.0;46749368.0;-2577654.0;-2577654.0;4559004.0;;;;13081271.0;81.7771443420153
0350095N;2020;737485.0;;;9223133.0;;-5250816.0;1.96097081028378;;;1431818.0;;12182065.0;54030330.0;17.496520935556;;;2012;Vague D;École des hautes études en santé publique;Rennes;Rennes;Bretagne;35238;A14;R53;Comptes financiers;SsRkf;143.666515251158;1059519.0;52970811.0;42501041.0;78.6614499670833;98.0390291897162;;82.7916982430192;3629185.0;14284136.0;9453428.0;-1055973.0;-1055973.0;4221622.0;;;;17432881.0;118.477271567543
0350097R;2020;2350405.0;495113.0;109335.0;4623526.0;661352.0;-2841208.0;10.2662036761445;;;1375212.0;952317.0;8204470.0;40737191.0;22.3086000210471;549285.0;773.0;2015;Vague B;INSA RENNES;Rennes;Rennes;Bretagne;35238;A14;R53;Comptes financiers;3GxJ8;177.93371780608;4182163.0;36555028.0;30408708.0;74.6460599112001;89.7337963238555;;80.7989861203225;198800.0;10612084.0;9087897.0;1491113.0;1491113.0;3466889.0;1000809.0;645562.0;84.3021331305064;11045678.0;108.779675397869
0350936C;2010;;;;;;3452336.64;;;;;;28401385.13;;;;;;;Université RENNES 1;;;;;;;Comptes financiers;9wAap;;;;;;;;;;;;;;;;;;24949048.49;
