Année;Organisme;Libellé organisme;Statut regroupé;Statut/Nature de contrat;Type d'emploi;Effectif au 31/12 (en ETPT);Libellé actuel de l'organisme;ROR;UAI;Paysage;Wikidata;SIREN
2014;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;380.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Permanents;CDI;Emplois sous plafond;83.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;1450.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2014;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;9.54;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;2.08;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INED;Institut national d'études démographiques;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2014;INRA;Institut national de la recherche agronomique;Non permanents;Apprentis;Emplois sous plafond;54.7554166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;178.316666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;49.0411666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;352.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;38.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;132.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois sous plafond;2.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois hors plafond;9.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;155.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;1.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;IRD;Institut de recherche pour le développement;Non permanents;Apprentis;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois sous plafond;13.17;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;12.9;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;Vacataires;Emplois hors plafond;0.07;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;CDI;Emplois hors plafond;1.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;2603.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois sous plafond;74.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois sous plafond;34.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Permanents;CDI;Emplois sous plafond;127.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;8.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Vacataires;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;23.19;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;9.81;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;CDD handicap;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INRA;Institut national de la recherche agronomique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;Vacataires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;183.740230984;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;99.0207907519;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Permanents;CDI;Emplois sous plafond;21.8111140414;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;44.5861079976;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;112.632249841;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;78.2694446276;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois sous plafond;30.77;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;1.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;90.5;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois hors plafond;33.5;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;27.8;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;33.95;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD chercheurs;Emplois hors plafond;14.41;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD chercheurs;Emplois sous plafond;10.21;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD handicap;Emplois sous plafond;0.83;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;CDI;Emplois sous plafond;1.86;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;848.19;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;2351.73558333;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois sous plafond;133.982;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;1449.35441667;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois sous plafond;38.555;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois sous plafond;0.97;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois hors plafond;7.13;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois sous plafond;4.03;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;11.86;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Permanents;CDI;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;136.63;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INRA;Institut national de la recherche agronomique;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois sous plafond;22.51925;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;52.913;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois sous plafond;15.0081967786;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;337.125681659;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Permanents;CDI;Emplois sous plafond;19.7663934305;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.732240442187;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois sous plafond;3.84426230472;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD chercheurs;Emplois hors plafond;663.55;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD handicap;Emplois sous plafond;11.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;23.8;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois sous plafond;131.992022153;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;80.2;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois sous plafond;22.1;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;CDI;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;2.5;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;70.68;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD handicap;Emplois sous plafond;1.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;834.12;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Vacataires;Emplois hors plafond;47.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Vacataires;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;13.34;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;24.26;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;6.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;133.96;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;134.625166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois sous plafond;25.4649166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
