Année;Organisme;Libellé organisme;Statut regroupé;Statut/Nature de contrat;Type d'emploi;Effectif au 31/12 (en ETPT);Libellé actuel de l'organisme;ROR;UAI;Paysage;Wikidata;SIREN
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;182.680326531;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois hors plafond;7.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois sous plafond;34.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;833.77;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;449.53;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois hors plafond;3.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois hors plafond;114.58099822;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;IRD;Institut de recherche pour le développement;Non permanents;Apprentis;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;11.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Apprentis;Emplois sous plafond;5.08;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;2304.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;437.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;1492.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;CDI;Emplois hors plafond;1.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;CDI;Emplois sous plafond;121.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;6.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;96.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;1482.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois sous plafond;1.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois hors plafond;9.43;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois sous plafond;3.1;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;CDI;Emplois sous plafond;2.37;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;50.9761666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;287.846300341;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD chercheurs;Emplois hors plafond;118.976985941;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois sous plafond;1.41917806864;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois sous plafond;4.79726030864;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois sous plafond;39.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD chercheurs;Emplois hors plafond;692.75;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD handicap;Emplois sous plafond;8.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;329.183333333;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois sous plafond;2.75;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD chercheurs;Emplois hors plafond;18.4166666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;75.5666666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;36.6944166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;CDI;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
