"Rentrée";"Personnel";"etablissement_type";"Catégorie";"Corps";"code_corps";"Filière";"Sexe";"Effectif"
2019;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";39
2019;"titulaires";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";21
2019;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";0
2019;"titulaires";"Autre établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";1
2019;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";4
2019;"titulaires";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";6
2019;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2019;"titulaires";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";2
2019;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";0
2019;"titulaires";"Bibliothèque";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";2
2019;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";10
2019;"titulaires";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";3
2019;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";18
2019;"titulaires";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";12
2019;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2019;"titulaires";"Bibliothèque";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";5
2019;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2019;"titulaires";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";2
2019;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";20
2019;"titulaires";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";9
2019;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2
2019;"titulaires";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";0
2019;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";4
2019;"titulaires";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";7
2019;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";7
2019;"titulaires";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";3
2019;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2019;"titulaires";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2019;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";28
2019;"titulaires";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";10
2019;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";149
2019;"titulaires";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";169
2019;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";60
2019;"titulaires";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";32
2019;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";10
2019;"titulaires";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";3
2019;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";17
2019;"titulaires";"École";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";1
2019;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";8
2019;"titulaires";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2019;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";248
2019;"titulaires";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";336
2019;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";61
2019;"titulaires";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";139
2019;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";38
2019;"titulaires";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";10
2019;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";137
2019;"titulaires";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";19
2019;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";429
2019;"titulaires";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";353
2019;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";127
2019;"titulaires";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";14
2019;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";480
2019;"titulaires";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";331
2019;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";23
2019;"titulaires";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";13
2019;"titulaires";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";5
2019;"titulaires";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2019;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";168
2019;"titulaires";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";169
2019;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";71
2019;"titulaires";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";29
2019;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";40
2019;"titulaires";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";15
2019;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";1
2019;"titulaires";"Grand établissement";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2019;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";35
2019;"titulaires";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";17
2019;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";7
2019;"titulaires";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";3
2019;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";13
2019;"titulaires";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";0
2019;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";426
2019;"titulaires";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";365
2019;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";107
2019;"titulaires";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";200
2019;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";70
2019;"titulaires";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";13
2019;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";157
2019;"titulaires";"Grand établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";33
2019;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";523
2019;"titulaires";"Grand établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";472
2019;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";335
2019;"titulaires";"Grand établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";60
2019;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";727
2019;"titulaires";"Grand établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";619
2019;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";4
2019;"titulaires";"Grand établissement";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";2
2019;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";66
2019;"titulaires";"Grand établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";30
2019;"titulaires";"Université";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";63
2019;"titulaires";"Université";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";1
2019;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";1709
2019;"titulaires";"Université";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";1553
2019;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";912
2019;"titulaires";"Université";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";422
2019;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";338
2019;"titulaires";"Université";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";105
2019;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Femme";12
2019;"titulaires";"Université";"A";"Conseillers techniques de service social des administrations de l'Etat";"CTSSAE";"Sociale et de santé";"Homme";0
2019;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";420
2019;"titulaires";"Université";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";180
2019;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";54
2019;"titulaires";"Université";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";22
2019;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";211
2019;"titulaires";"Université";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";9
2019;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";3725
2019;"titulaires";"Université";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";3164
2019;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";766
2019;"titulaires";"Université";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";1140
2019;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";988
2019;"titulaires";"Université";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";287
2019;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Femme";4
2019;"titulaires";"Université";"B";"Infirmiers catégorie B";"INF - B";"Sociale et de santé";"Homme";1
2019;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";2122
2019;"titulaires";"Université";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";333
2019;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";5664
2019;"titulaires";"Université";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";3845
2019;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";4234
2019;"titulaires";"Université";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";496
2019;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";8609
2019;"titulaires";"Université";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";4825
2019;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";21
2019;"titulaires";"Université";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";24
2019;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";945
2019;"titulaires";"Université";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";590
2019;"titulaires";NA;"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2019;"titulaires";NA;"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";0
2020;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";108
2020;"contractuels";"Autre établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";36
2020;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";3
2020;"contractuels";"Autre établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";3
2020;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";6
2020;"contractuels";"Autre établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";1
2020;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";298
2020;"contractuels";"Autre établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";159
2020;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";52
2020;"contractuels";"Autre établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";31
2020;"contractuels";"Autre établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";0
2020;"contractuels";"Autre établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";1
2020;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";3
2020;"contractuels";"Autre établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";3
2020;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";11
2020;"contractuels";"Autre établissement";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";3
2020;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";115
2020;"contractuels";"Autre établissement";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";49
2020;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";3
2020;"contractuels";"Autre établissement";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";0
2020;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";89
2020;"contractuels";"Autre établissement";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";62
2020;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";3
2020;"contractuels";"Autre établissement";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";5
2020;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";3
2020;"contractuels";"Bibliothèque";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";4
2020;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";7
2020;"contractuels";"Bibliothèque";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";3
2020;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";0
2020;"contractuels";"Bibliothèque";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";1
2020;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2020;"contractuels";"Bibliothèque";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";1
2020;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2020;"contractuels";"Bibliothèque";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2020;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";22
2020;"contractuels";"Bibliothèque";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";16
2020;"contractuels";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";1
2020;"contractuels";"Bibliothèque";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";0
2020;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";1
2020;"contractuels";"Bibliothèque";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";3
2020;"contractuels";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";0
2020;"contractuels";"Bibliothèque";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";1
2020;"contractuels";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";0
2020;"contractuels";"Bibliothèque";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";2
2020;"contractuels";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";17
2020;"contractuels";"Bibliothèque";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";6
2020;"contractuels";"École";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";2
2020;"contractuels";"École";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";1
2020;"contractuels";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";209
2020;"contractuels";"École";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";127
2020;"contractuels";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";23
2020;"contractuels";"École";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";17
2020;"contractuels";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";5
2020;"contractuels";"École";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";1
2020;"contractuels";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";11
2020;"contractuels";"École";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";1
2020;"contractuels";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";334
2020;"contractuels";"École";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";270
2020;"contractuels";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";141
2020;"contractuels";"École";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";265
2020;"contractuels";"École";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Femme";1
2020;"contractuels";"École";"A";"Médecins de l'éducation nationale";"MEN";"Sociale et de santé";"Homme";1
2020;"contractuels";"École";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";4
2020;"contractuels";"École";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";6
2020;"contractuels";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";3
2020;"contractuels";"École";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";1
2020;"contractuels";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Femme";99
2020;"contractuels";"École";"B";"Secrétaires administratifs de l'éducation nationale et de l'enseignement supérieur";"SAENES";"Administrative";"Homme";9
2020;"contractuels";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Femme";359
2020;"contractuels";"École";"B";"Techniciens de recherche et de formation";"TECH";"Ingénieurs et techniciens de recherche et de formation";"Homme";151
2020;"contractuels";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Femme";47
2020;"contractuels";"École";"C";"Adjoints administratifs de l'éducation nationale et de l'enseignement supérieur";"ADJAENES";"Administrative";"Homme";1
2020;"contractuels";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Femme";322
2020;"contractuels";"École";"C";"Adjoints techniques de recherche et de formation";"ATRF";"Ingénieurs et techniciens de recherche et de formation";"Homme";177
2020;"contractuels";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Femme";0
2020;"contractuels";"École";"C";"Adjoints techniques des établissements d'enseignement";"ATEC";"Ouvrière";"Homme";1
2020;"contractuels";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Femme";1
2020;"contractuels";"École";"C";"Magasiniers";"MAG";"Bibliothèque";"Homme";0
2020;"contractuels";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Femme";5
2020;"contractuels";"Grand établissement";"A";"Assistants de service social des administrations de l'Etat";"ASSAE";"Sociale et de santé";"Homme";0
2020;"contractuels";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Femme";242
2020;"contractuels";"Grand établissement";"A";"Assistants ingénieurs";"ASI";"Ingénieurs et techniciens de recherche et de formation";"Homme";150
2020;"contractuels";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Femme";18
2020;"contractuels";"Grand établissement";"A";"Attachés d'administration de l'Etat";"AAE";"Administrative";"Homme";2
2020;"contractuels";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Femme";10
2020;"contractuels";"Grand établissement";"A";"Bibliothécaires";"BIB";"Bibliothèque";"Homme";4
2020;"contractuels";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Femme";1
2020;"contractuels";"Grand établissement";"A";"Conservateurs des bibliothèques";"CONSER.";"Bibliothèque";"Homme";0
2020;"contractuels";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Femme";1
2020;"contractuels";"Grand établissement";"A";"Conservateurs généraux des bibliothèques";"CONSER. GEN.";"Bibliothèque";"Homme";0
2020;"contractuels";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Femme";2
2020;"contractuels";"Grand établissement";"A";"Infirmiers catégorie A";"INF - A";"Sociale et de santé";"Homme";2
2020;"contractuels";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Femme";494
2020;"contractuels";"Grand établissement";"A";"Ingénieurs d'études";"IGE";"Ingénieurs et techniciens de recherche et de formation";"Homme";322
2020;"contractuels";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Femme";100
2020;"contractuels";"Grand établissement";"A";"Ingénieurs de recherche";"IGR";"Ingénieurs et techniciens de recherche et de formation";"Homme";162
2020;"contractuels";"Grand établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Femme";13
2020;"contractuels";"Grand établissement";"A";"Médecins de prévention";"MED PREV";"Sociale et de santé";"Homme";2
2020;"contractuels";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Femme";11
2020;"contractuels";"Grand établissement";"B";"Bibliothécaires assistants spécialisés";"BIBAS";"Bibliothèque";"Homme";3
